epoch,lr,time_sec,is_best,early_stop_counter,train_loss,val_loss,val_mag_acc,val_mag_mse,val_sign_acc,val_mod_acc,val_mod_loss,mod_acc_2,mod_acc_3,mod_acc_4,mod_acc_5,mod_acc_6,mod_acc_7,mod_acc_8,mod_acc_9,mod_acc_10,mod_acc_11,mod_acc_12,mod_acc_13,mod_acc_14,mod_acc_15,mod_acc_16,mod_acc_17,mod_acc_18,mod_acc_19,mod_acc_20,mod_acc_21,mod_acc_22,mod_acc_23,mod_acc_24,mod_acc_25,mod_acc_26,mod_acc_27,mod_acc_28,mod_acc_29,mod_acc_30,mod_acc_31,mod_acc_32,mod_acc_33,mod_acc_34,mod_acc_35,mod_acc_36,mod_acc_37,mod_acc_38,mod_acc_39,mod_acc_40,mod_acc_41,mod_acc_42,mod_acc_43,mod_acc_44,mod_acc_45,mod_acc_46,mod_acc_47,mod_acc_48,mod_acc_49,mod_acc_50,mod_acc_51,mod_acc_52,mod_acc_53,mod_acc_54,mod_acc_55,mod_acc_56,mod_acc_57,mod_acc_58,mod_acc_59,mod_acc_60,mod_acc_61,mod_acc_62,mod_acc_63,mod_acc_64,mod_acc_65,mod_acc_66,mod_acc_67,mod_acc_68,mod_acc_69,mod_acc_70,mod_acc_71,mod_acc_72,mod_acc_73,mod_acc_74,mod_acc_75,mod_acc_76,mod_acc_77,mod_acc_78,mod_acc_79,mod_acc_80,mod_acc_81,mod_acc_82,mod_acc_83,mod_acc_84,mod_acc_85,mod_acc_86,mod_acc_87,mod_acc_88,mod_acc_89,mod_acc_90,mod_acc_91,mod_acc_92,mod_acc_93,mod_acc_94,mod_acc_95,mod_acc_96,mod_acc_97,mod_acc_98,mod_acc_99,mod_acc_100,mod_acc_101,w_mag,w_sign,w_mod
1,2.2954884127418003e-06,1478.3695271015167,True,0,2.693344589368368,2.167935145609037,73.12770519224469,1.0859149676291138,93.99612579108012,13.834466663984227,0.9109153705231663,65.23558524121836,41.61383219042254,37.71318208207115,27.338464456719798,27.090722016887874,21.94848566715142,24.604100683447243,20.103350558426406,19.383115576734053,17.076409286605237,19.71190600732306,15.508331848411515,16.643578527455723,16.28834690839278,17.402325674968814,14.292611987055315,15.489363169723688,13.640779210328159,15.771594116260756,14.471952221922043,14.015554316524018,12.58945456426646,15.203108564071025,13.052750171005512,12.91767018641038,13.201625558282704,13.070569232803168,12.21582907496077,13.8557575687902,12.153749762891517,14.617953566973807,12.689471233711366,12.45092572900081,12.100867385943634,13.410855832293889,11.105873967500331,11.227158549413407,11.998551482718383,12.870535893913354,11.72149381218709,12.76074748090199,11.340395813095286,12.393444884492242,12.302050341723621,11.16967770490484,11.332348494864085,13.239562915658357,11.425467462967966,11.555374171557329,10.572451730460825,11.85944783900765,11.080582395916561,12.071552155244266,11.586413827591956,11.90600732305959,11.288663053037576,10.778807962246582,10.736272137310241,11.359939300228199,11.120244178627473,11.19496927648861,11.468578096349392,11.970960677354272,11.39442780693334,11.298434796604031,10.7178782670675,10.9305573917492,10.417828258732778,11.579516126250928,10.488529697478317,11.698501474383662,10.476458720131516,10.433922895195176,11.363962959343798,10.811572043616465,11.248426461881579,10.61153870472665,9.78611377758362,12.18134056825563,11.422593420742537,10.57705019802151,10.374717625351352,11.56169706445327,10.677066867466417,10.193078156704278,10.512096843726829,11.035747337199878,10.312063504837013,11.688154922372119,10.900092544159659,10.487380080588144,10.387938219588321,10.143069821981825,10.073518000126459,12.051433859666266,10.406332089831064,10.326433715964155,9.150375637318863,10.84548574187652,10.569577688235396,1.0,1.0,2.0
2,3.1746775341284927e-06,1489.549465417862,True,0,2.1916176228066413,2.005274674667607,80.6683414485522,0.77134814865478,94.11852626858979,15.785706483935316,0.8644347027100284,68.71223836323604,43.2237443447368,42.0659603456106,29.575230090886617,32.91923680534397,23.683408736842708,28.327191827677588,22.135289417256384,23.289049340913927,18.196869269285383,23.4776060200169,16.97125085511604,19.537461268273614,18.69298028777888,20.473921116623455,15.654803308939771,19.113208740291917,14.617166705949309,18.44406247664599,16.225647157565547,16.06755847843958,13.831322253712209,18.361281495576392,14.287767385443196,14.86895885670267,14.839640592573854,16.062959535046822,13.082269348617157,16.787293119405817,13.388673952159492,16.983897949446114,13.990560668686369,14.443556592872788,14.241203083591545,16.36074111972774,12.342989198231706,13.525492518093968,13.608848367087662,15.386339988387668,12.471759613228862,15.097181422568164,12.170528821003375,14.206711008145877,14.116456744063052,13.190344518346912,12.55454059429846,15.46279742229223,12.760918179048364,13.987686329065896,12.783338028088046,13.56860761240105,12.332641575598007,14.226256517565089,13.109288141049595,14.024477876207941,12.556265198070744,12.839675084649302,11.979097802279927,14.606819083315608,12.200421953056285,12.625249348962075,12.65686708478727,14.702822026639378,12.583858858427277,13.251855386225014,11.9819721419004,12.758618707351985,12.118790707834876,13.027656895828182,11.631877576126886,14.17854247986525,11.879645651411588,12.17627750024432,12.817255235609618,12.741947537553248,12.61547659425247,12.757468971503796,11.495059010192408,13.784183083936465,12.882790178956386,12.28262806620179,11.488160595103276,13.682431461371749,11.822158859002144,12.265956896403052,11.99634384000276,12.915557650629767,11.760073123199945,13.509971084143418,12.3849545566906,11.850902255206867,11.823308594850333,11.783642708087818,11.798589274114272,14.05782021580542,11.440446557403437,12.183750783257546,12.383229952918317,12.991440216610235,11.437572217782964,1.0,1.0,2.0
3,4.6159181809952e-06,1490.4413466453552,True,0,2.0565034087376324,1.9384190145277171,83.01646853026135,0.7767496383610096,94.1508521975303,17.147439954887044,0.8392059619129745,68.85997721335436,44.69692610451935,43.57658269365772,30.64228418859977,34.35316999067819,24.532470970043615,29.485113875686185,23.157216346541148,24.804644793021303,19.451509327563784,24.90822045504241,17.836304420379086,20.81525554417502,19.930259054239123,21.92063802607805,16.619290391631086,20.364125994038645,15.941445225737402,19.81057162257029,17.63433187943793,17.349498808879886,15.259572117431782,19.59881693577158,16.011071087429368,16.483491190314524,16.236635862497554,17.325906574752857,14.536268744317724,18.289735651893707,14.452832794356278,17.95599185204792,15.284315192247938,15.608852266580737,15.547857710057198,17.392079914377454,13.739886987444327,15.034007342363598,14.90683944621546,16.775229305007308,13.784769774320141,16.379340107948856,13.631707962666727,15.344734328426915,15.616332731060039,14.482754652273485,13.532735663402114,16.85463731255682,13.948764572520226,15.256695015708976,14.341201247511307,14.837213584523495,13.739311567099765,15.555338174536498,14.43039140091837,15.391918796680976,14.032200522481672,14.0753570483238,13.238695867331085,16.003590622950064,13.38945599760625,13.868205724281587,14.621430955312857,16.106015444282047,13.981563532160243,14.753202214217486,13.310623410401298,14.344078349234115,13.462534381365588,14.826856018321383,13.082756953954863,15.765942020646081,13.236394185952838,13.67946785126535,14.243379788935817,14.061546960054319,13.854971056356668,14.405072905757658,13.173097948051051,15.080040969928532,14.108156007963817,13.56495920269757,13.007376888817282,15.089247695441522,13.641490108524277,13.5615066806302,13.36528834313466,14.358463857848157,13.167919164949996,14.93043168034249,13.789948557421198,13.62595375922111,13.26746688455917,13.45275223550804,13.2294891418181,15.399399261160276,13.001047265027102,13.903306365299853,13.921719816325826,14.554682195343698,12.94983485436111,1.0,1.0,2.0
4,6.583721194081791e-06,1495.0563757419586,True,0,1.9824739232372945,1.879743824321538,84.90344760185575,0.6364957934812387,94.11027496881233,17.80164647852507,0.8213262484431683,68.99400392073449,45.501215887597944,44.239912157151316,30.95080685496157,35.062978953359355,24.77363794719081,29.793557807838017,24.12458967386618,25.288162486274558,20.31135920711481,25.507194720230874,18.644184722932845,21.037442439363716,20.71205597107165,22.79142497427377,17.30814558457461,20.986277429331924,16.854559147326484,20.35505067635544,18.471143509229822,18.10953911248829,15.904844579095931,20.484400420817835,16.682092821376628,17.198342023719867,17.098311554668953,17.996286225114545,15.205206183492672,18.708572151287463,15.044812500359306,18.813776610116875,16.15894496599539,16.041667864349485,16.221032843337337,17.956618970146078,14.334826125199054,15.484601631531444,15.635797110614153,17.437495329037006,14.413010859629658,17.152351003466574,14.2779122376356,16.0669629254888,16.326237302166753,15.035039408555479,14.141663840135212,17.67664863435414,14.855674429567628,15.722605161342248,14.913738092637413,15.57428412102537,14.18133109510368,16.17561671083721,15.008594571909834,16.028445446026662,14.674584787320274,14.54236060409205,13.860543728836944,16.943666749067244,14.099697034154083,14.56478122646553,15.481152305012447,16.822940320902344,14.833253807194147,15.329956825929736,13.903085422571243,15.056310255422629,14.130740972825057,15.550713723145556,13.765112361811358,16.47455834248363,13.758788596526529,14.245718523458295,14.993072602574347,14.69643052194059,14.645840399661965,14.99594704134018,13.717396678298563,15.719155834823251,15.03216496978965,14.13016608507189,13.498364444342242,15.885873283241448,14.221573237825314,14.073252197508438,14.067503319976774,15.084479755327774,13.669106107032603,15.753074212260056,14.455552553363956,14.356096972066204,13.81570248408998,14.018637860957647,13.953675544849867,16.103755741691433,13.609317780703318,14.559607236687036,14.624569552794817,15.124721898049406,13.546655015608202,1.0,1.0,2.0
5,9.029631324311132e-06,1493.369931936264,True,0,1.9303391730986714,1.8422635176129059,84.83400590636172,0.4960439093132394,94.30893840919688,18.69548272705816,0.8088213594606508,69.15681793323394,46.26131908744984,44.60511999815786,31.30947378116527,36.344848627893455,25.85961741052668,30.84145506041644,25.19529563470362,26.1457247957815,20.86799339132237,27.086367587544828,19.523231113746395,22.138494395864395,21.58527669520065,23.447565208881418,17.86472934932157,22.10452993765507,17.520479416962655,21.285928927932023,19.194524238534115,18.692541059575962,16.671943630512747,21.76143134286257,17.542930499507804,17.933809603306642,18.024765271053646,18.890571120999823,15.909182492760966,19.924472255642993,15.860826314971419,19.65736194023407,17.100241205220165,16.76520197339259,17.063398403094794,19.20488627663188,15.429074727564748,16.293153571161298,16.64891687918439,18.58431532833269,15.353662116964383,18.128961320814458,15.165994093638286,16.98280477344555,17.178532159736573,15.712303768903524,14.998474477724496,18.727081186568494,15.551116509605034,16.69266770670827,15.788292048287097,16.467581212473593,14.889097408914806,17.365624514279464,16.018559561570655,17.100816874003375,15.646677527617712,15.452677147676313,14.829803524244292,17.97122807421522,14.885643396215553,15.327181352936774,16.420376372250463,17.95568501706858,15.607532050359504,16.23443535527399,14.726183143266692,15.804986443000155,15.225287978308799,16.542993823073957,14.74172620041333,17.511268716431314,14.794687728468547,14.997323140158079,15.935087588005365,15.468795873606162,15.43828542809609,15.90112312979604,14.666889258596175,16.87918439246795,15.910333830327383,14.940331930620399,14.532182763325293,16.643160191352305,15.142967342309928,14.956450656550246,14.80332276021668,15.825134850412468,14.555785183436859,16.92638923269108,15.389353581523334,15.155056386757316,14.802171422650265,14.835560212076379,15.04913333064688,17.036341970283978,14.499369642682385,15.338694728600952,15.418712689466988,15.91666618694268,14.486704929451792,1.0,1.0,2.0
6,1.1893420396509023e-05,1489.776733636856,True,0,1.8830540444556543,1.813713858929724,85.04279637422,0.8159886208371768,94.21976268248018,19.584413049593277,0.7906202808525565,69.30716372842241,47.740202184882634,46.094364426482656,31.703760684741987,37.5534595888563,26.25533160731815,31.819147287266713,26.08598311107539,26.66349018639816,21.25868987410805,28.551008341131016,20.166822620366595,22.78167821489463,22.570423141615528,24.492959120995195,18.595038950154137,23.30464933380024,18.00834687164532,22.115191421207026,20.341337680901507,19.44005924327055,17.40385884946354,22.93495295556181,18.105937530497084,18.588150197764598,18.92168062595797,19.781626549251712,16.744260808165468,20.942381326888523,16.709817046217786,20.384966446035236,18.042790633593,17.585262662387986,17.938885285050834,20.241450771253238,16.27295533218138,17.324064134284747,17.62200267513218,19.28621043990425,16.15527247886014,19.24200761207139,15.973294603236566,17.667353628363287,18.22304632111919,16.768945504227972,15.827482677658052,19.78736717624299,16.268362830588355,17.441746987605985,16.77813050741402,17.298805375523116,15.801075793498164,18.19549131156105,16.853906783698918,17.876312450845884,16.66044765409278,16.18053123762177,15.635745736149303,18.983105334764662,15.67076356079611,16.237363444835445,17.50604200990832,18.726499308254446,16.570893873028815,17.325212259683003,15.626560732963254,16.894665235337,16.202345620188638,17.39811822247226,15.55021039397923,18.46472671745208,15.5249516352176,16.004868051688607,16.937719937771604,16.44632226731804,16.30739909412906,17.03014403233121,15.454341923224854,17.751740845135107,16.760334563741054,15.83724174354323,15.44400879464055,17.90558964850141,16.128865594700255,15.785576100621709,15.830927053852822,16.727612989890755,15.423342537471942,17.650131747389448,16.21554906226858,16.11508808992118,15.884888947570856,15.780983599028687,15.801075793498164,18.04910532328341,15.41587972238328,16.10877340023077,16.42737819824681,16.81774083365385,15.401528154905078,1.0,1.0,2.0
7,1.5104570370061202e-05,1487.8420538902283,True,0,1.8432497782247597,1.7808358652627787,85.59357108367249,0.7480499306648489,94.30916741394772,20.481887057092273,0.7764650990577182,69.15971120461705,47.95474925846727,46.025614494952976,32.15665310064151,37.87967625485732,26.94063139500126,32.26472143661907,26.56239221907981,27.166540203720306,21.94304568761353,29.42102963831597,20.873858959324917,23.459451380745442,23.239865719344234,25.12588811478237,19.452875307534892,23.805499988503367,18.83550619668437,23.15708997263802,21.116437883700076,20.223724448736522,18.140534823296775,23.86355797751259,18.960244648318042,19.41666091835092,19.714423673863557,20.815226138741348,17.549607964866293,21.814858246533767,17.44786277620657,21.421673449679243,18.820560575751305,18.48255961003426,18.825734059920443,21.16817272539146,17.032834379526797,18.16927640201421,18.314708790324435,20.39329976316939,16.967878411625396,20.107033639143733,16.854061759904347,18.604998735370536,19.072911636890392,17.642155848336436,16.735071624014164,20.89915154859626,17.324848819295944,18.441171736681152,17.70711181623784,18.32218160079097,16.745993423926787,19.08555793152606,17.898530730495963,19.13211928904831,17.539835828102365,17.200110367662276,16.654595203605343,20.176013428065577,16.70862937159412,17.159872157457865,18.375640937205397,19.76615851555494,17.539835828102365,18.4193281368559,16.59423788829873,17.853693867696766,17.13917822078131,18.522797820238672,16.471798762962454,19.64716837966476,16.618955645995722,17.01443976914764,17.951990066910394,17.609965280172908,17.4800533443701,18.007748729622218,16.45455381573199,18.783771354992986,17.808857004897565,16.82129636016647,16.462026626198522,19.04991837391644,17.10353866317169,16.712653192614564,16.946034811800143,17.904279046239452,16.38902301625624,18.678002345312823,17.417971534340438,17.302430387896347,16.904072106872686,16.82187119174082,16.939711664482306,19.245361109195006,16.36430525855924,17.22367846221057,17.511094249384932,17.902554551516406,16.332114690395713,1.0,1.0,2.0
8,1.8584009777570935e-05,1486.9727959632874,True,0,1.8121368069078039,1.7511151605768172,86.55385609154035,0.746201099160166,94.28564837243638,21.17163240824048,0.76504474142794,69.51634484508732,48.55295637529702,46.42478141509216,32.71160633953907,38.50266454425912,27.27524396151983,32.953837635822545,27.136249336747643,27.81334348397813,22.40985535331165,30.247191270445473,21.26790781368953,24.012042355872378,23.865550095739035,25.755530947931803,20.011188778923568,24.659145961658247,19.38369437331303,23.70290908252013,21.55685514568482,20.855537868825984,18.738320991072047,24.686829538376358,19.891226613145086,20.128843979975546,20.49968855976192,21.590882875400837,18.329988234479895,22.468106212656007,18.261356033866242,22.206265716197198,19.575172445613305,19.17664428910882,19.65187902276974,22.227028398735783,17.895702124714514,18.780423097330843,19.09705400604425,21.070085588391354,17.705954275959122,20.743073338408653,17.595219969086674,19.374466514406997,19.612660622419085,18.268853669227397,17.380672249521307,21.601264216670128,18.14716127990403,19.20721157173507,18.43034120008305,19.14377004175606,17.377211802431543,19.791450388723554,18.5474196599534,19.63284656377604,18.10794287955337,17.960297137056774,17.25667289547143,20.879760998454334,17.34087710798902,17.939534454518192,19.24931367799386,20.450665559323596,18.312685999031075,19.225667289547143,17.13959443560108,18.522043047961798,17.95972039587515,19.265462431079428,17.147092070962238,20.48930721849263,17.259556601379565,17.738828523311877,18.590098507393822,18.310379034304567,18.204258656885138,18.779846356149214,17.15285948277851,19.679562599487856,18.52088956559854,17.679424181604265,17.175352388861974,19.710129882114103,17.911274136618452,17.448150967771703,17.654624310794286,18.598172883936602,17.145361847417355,19.47481948001015,17.978752854868848,17.994324866772786,17.63674533416384,17.38586292015595,17.639629040071977,19.96562622557501,17.0830737998016,17.87493944217593,18.197914503887237,18.590098507393822,17.086534246891365,1.0,1.0,2.0
9,2.2246060783391863e-05,1486.9335534572601,True,0,1.77914017957869,1.7306488448443873,86.22177229169303,0.780953853071399,94.54369758533022,22.001909648325604,0.7520683280108833,70.1122781184212,48.532101648509666,47.399542144558076,33.42689843201767,39.14203872214617,27.51619174709814,33.89395699840096,27.615700530330045,28.590656527891216,22.803616827913075,30.908118306164944,21.851668641503792,24.56198879519597,24.53955617932288,26.78741932886215,20.601194105398783,25.220012194139912,19.9719304703947,24.57981984883868,22.32793033234783,21.602033890505826,19.3455428117846,25.79290669182187,20.467748800717843,20.986574942192874,21.02971458810266,22.48150747178667,18.89746568960162,23.37593613031624,18.871006706776953,23.174042587458445,20.202583777192356,20.11745487593038,20.31302127072141,23.141256456567007,18.602390511578683,19.627388498395206,19.903482232217836,21.943699886111332,18.65243250083403,21.726276070726012,18.357357322811094,20.372266384437516,20.59199098093803,19.17413461870305,18.235415923706096,22.666720351559356,19.03263658011895,20.061660933887055,19.269617034983376,19.848838680732108,18.24461904816685,20.594866957332016,19.4065135113371,20.79215893795944,18.91759752435952,18.79450573469693,18.082413979546054,21.913789731613882,18.135907140474192,18.768046751872262,19.94144512061845,21.337444062259138,19.259263519965028,19.852865047683686,18.16064053746247,19.542259597133228,18.8008328827637,20.28886306901193,18.08989151817042,21.554292682365663,18.225637603966547,18.543720593141373,19.579072094976244,19.38408089546401,19.065422711010388,19.691810369620484,18.015691327205584,20.72313550450378,19.50947346624179,18.582258676820782,18.136482335752987,20.578761489525693,18.839946161721905,18.55407410815972,18.547171764814156,19.565267408285113,18.00706339802363,20.41253005395332,18.880209831237703,18.92392467242629,18.50575770474076,18.314217676901308,18.41890321764239,21.075155015127635,17.94839347958632,18.847998895625064,18.98374498142119,19.646369942595513,17.958746994604667,1.0,1.0,2.0
10,2.600054891759985e-05,1484.0320556163788,True,0,1.7496632334272322,1.6958694857685057,85.76324202488557,0.6360479121720463,94.96826053957082,22.840422962809633,0.7379173282555568,70.79107155178363,48.95524276087306,47.895535775891815,33.578279169254124,39.84624761379057,27.988799190413765,34.48906368591734,28.038248349778055,29.075530715977827,23.325628464316107,31.50888934888107,22.251546723705697,25.407668069642813,25.278870259205593,27.42818372087675,21.14239057936015,26.062581936107087,20.69217323305504,25.47494192598726,23.210055429057704,22.50339244232848,20.28220520251156,26.931392166333172,21.378711561903447,21.78867959244693,22.10664918696382,23.453276294302995,19.883161986246233,24.654430874675132,19.670990593159914,24.010441822489017,21.169990110168126,20.988868189240783,21.254513673267557,24.193863704317025,19.68134041721291,20.742772372869663,20.843970652498907,23.29055406058097,19.381195519676165,22.836311782699696,19.307596770854897,21.42643575059224,21.73003058947998,20.094758389107383,19.14199958600704,23.872444168449135,19.759539087835506,21.031992456128247,19.959635686193337,20.810046229214105,18.9913521470135,21.670806596287864,19.928011223809193,21.65298189930771,19.8837369764714,19.512868281239218,18.65210791416546,22.835161802249363,18.808505255410658,19.38637043170266,20.654798868419235,22.20152257411624,19.851537523862095,20.946318912578484,18.73490650658939,20.369603716736815,19.557717518802182,20.985418247889786,18.879229053106098,22.451643322063525,18.801030382483496,19.534717909795535,20.410428022723615,20.192506727385634,19.90616159525288,20.922744313346673,18.971227489132687,21.80937924055291,20.475976908392557,19.428344718139794,18.81713010878815,21.765104993215115,19.702615055544058,19.45421927827227,19.420294854987468,20.47712688884289,18.79010556820534,21.42011085811541,19.830262885530946,19.79691345247131,19.286322132523747,19.212723383702475,19.32312150693438,22.083649577957175,18.822880011039814,19.735964488603695,19.800363393822305,20.553025598564826,18.7211067411854,1.0,1.0,2.0
